Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\BPod Panel Due\Project Outputs for BPod Panel Due\Assembly Outputs\Generates pick and place files.csv

========================================================================================================================
File Design Information:

Date:       28/10/25
Time:       10:52
Revision:   54159a12e24615d6fe647be37016555d73f76274
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C42","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","318.1000","106.0250","90","0603 Multilayer Ceramic Capacitors MLCC"
"C41","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","319.6250","108.2750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C40","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","322.6250","108.2750","0","0603 Multilayer Ceramic Capacitors MLCC"
"C39","C0603-220pF-50V","TopLayer","CAP_CHIP_0603","414.6250","18.1250","180","0603 Multilayer Ceramic Capacitors MLCC"
"C38","C0603-10uF-25V","TopLayer","CAP_CHIP_0603","416.1250","19.6250","0","0603 Multilayer Ceramic Capacitors MLCC"
"C37","EC63-220uF-10V","TopLayer","ECAP_SMD_6.3X5.4","408.5000","17.0000","90","10µF ±20% 50V SMD Aluminum Electrolytic Capacitor Surface Mount D"
"C36","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","416.4000","22.4750","90","0603 Multilayer Ceramic Capacitors MLCC"
"C35","EC63-220uF-10V","TopLayer","ECAP_SMD_6.3X5.4","408.5000","7.0000","270","10µF ±20% 50V SMD Aluminum Electrolytic Capacitor Surface Mount D"
"C34","C0603-10uF-25V","TopLayer","CAP_CHIP_0603","415.4000","4.5500","0","0603 Multilayer Ceramic Capacitors MLCC"
"C33","C0603-220pF-50V","TopLayer","CAP_CHIP_0603","413.9000","6.0500","180","0603 Multilayer Ceramic Capacitors MLCC"
"C31","C0805-22uF-25V","TopLayer","CAP_CHIP_0805","413.9700","23.0250","180","0805 Multilayer Ceramic Capacitors MLCC"
"C18","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","362.0000","28.9750","270","0603 Multilayer Ceramic Capacitors MLCC"
"C17","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","365.2250","21.6250","0","0603 Multilayer Ceramic Capacitors MLCC"
"C16","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","379.4500","28.1250","0","0603 Multilayer Ceramic Capacitors MLCC"
"C15","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","373.5250","21.5250","180","0603 Multilayer Ceramic Capacitors MLCC"
"C14","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","382.5250","21.5250","0","0603 Multilayer Ceramic Capacitors MLCC"
"C13","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","23.5000","59.0250","0","0603 Multilayer Ceramic Capacitors MLCC"
"C12","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","29.5000","59.7000","270","0603 Multilayer Ceramic Capacitors MLCC"
"C11","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","24.2500","61.2750","90","0603 Multilayer Ceramic Capacitors MLCC"
"C10","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","42.2500","58.9500","180","0603 Multilayer Ceramic Capacitors MLCC"
"C9","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","42.2500","60.4500","180","0603 Multilayer Ceramic Capacitors MLCC"
"C8","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","36.0250","59.7000","270","0603 Multilayer Ceramic Capacitors MLCC"
"C7","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","34.5250","59.7000","270","0603 Multilayer Ceramic Capacitors MLCC"
"C6","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","31.8250","50.9250","180","0603 Multilayer Ceramic Capacitors MLCC"
"C5","C0603-1uF-50V","TopLayer","CAP_CHIP_0603","28.8250","50.9250","0","0603 Multilayer Ceramic Capacitors MLCC"
"C4","C0805-22uF-25V","TopLayer","CAP_CHIP_0805","92.8250","69.1980","0","0805 Multilayer Ceramic Capacitors MLCC"
"R22_27","R0603-100K","TopLayer","RES_CHIP_0603","88.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_27","R0603-680R","TopLayer","RES_CHIP_0603","88.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"Q3_27","AO3400A","TopLayer","SOT23","91.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"LED3_27","INDICATOR","TopLayer","LED_CHIP_0805","88.4250","16.6536","0","White 0805 Light Emitting Diodes (LED) ROHS"
"R29_2","R0603-100K","TopLayer","RES_CHIP_0603","305.0500","101.8250","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R29_1","R0603-100K","TopLayer","RES_CHIP_0603","259.0500","101.8250","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_44","R0603-100K","TopLayer","RES_CHIP_0603","338.7500","12.7500","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_43","R0603-100K","TopLayer","RES_CHIP_0603","318.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_42","R0603-100K","TopLayer","RES_CHIP_0603","295.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_41","R0603-100K","TopLayer","RES_CHIP_0603","272.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_40","R0603-100K","TopLayer","RES_CHIP_0603","338.7500","36.6500","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_39","R0603-100K","TopLayer","RES_CHIP_0603","318.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_38","R0603-100K","TopLayer","RES_CHIP_0603","295.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_37","R0603-100K","TopLayer","RES_CHIP_0603","272.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_36","R0603-100K","TopLayer","RES_CHIP_0603","203.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_35","R0603-100K","TopLayer","RES_CHIP_0603","180.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_34","R0603-100K","TopLayer","RES_CHIP_0603","157.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_33","R0603-100K","TopLayer","RES_CHIP_0603","134.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_32","R0603-100K","TopLayer","RES_CHIP_0603","203.5750","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_31","R0603-100K","TopLayer","RES_CHIP_0603","180.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_30","R0603-100K","TopLayer","RES_CHIP_0603","157.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_29","R0603-100K","TopLayer","RES_CHIP_0603","134.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_28","R0603-100K","TopLayer","RES_CHIP_0603","108.7500","12.6500","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_26","R0603-100K","TopLayer","RES_CHIP_0603","65.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_25","R0603-100K","TopLayer","RES_CHIP_0603","42.4250","13.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_24","R0603-100K","TopLayer","RES_CHIP_0603","108.7500","36.6500","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_23","R0603-100K","TopLayer","RES_CHIP_0603","88.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_22","R0603-100K","TopLayer","RES_CHIP_0603","65.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_21","R0603-100K","TopLayer","RES_CHIP_0603","42.4250","37.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_20","R0603-100K","TopLayer","RES_CHIP_0603","360.5250","70.6250","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_19","R0603-100K","TopLayer","RES_CHIP_0603","341.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_18","R0603-100K","TopLayer","RES_CHIP_0603","318.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_17","R0603-100K","TopLayer","RES_CHIP_0603","295.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_16","R0603-100K","TopLayer","RES_CHIP_0603","361.7500","84.6500","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_15","R0603-100K","TopLayer","RES_CHIP_0603","341.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_14","R0603-100K","TopLayer","RES_CHIP_0603","318.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_13","R0603-100K","TopLayer","RES_CHIP_0603","295.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_12","R0603-100K","TopLayer","RES_CHIP_0603","248.1500","60.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_11","R0603-100K","TopLayer","RES_CHIP_0603","226.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_10","R0603-100K","TopLayer","RES_CHIP_0603","203.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_9","R0603-100K","TopLayer","RES_CHIP_0603","180.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_8","R0603-100K","TopLayer","RES_CHIP_0603","157.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_7","R0603-100K","TopLayer","RES_CHIP_0603","134.4250","61.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_6","R0603-100K","TopLayer","RES_CHIP_0603","249.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_5","R0603-100K","TopLayer","RES_CHIP_0603","226.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_4","R0603-100K","TopLayer","RES_CHIP_0603","203.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_3","R0603-100K","TopLayer","RES_CHIP_0603","180.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_2","R0603-100K","TopLayer","RES_CHIP_0603","157.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R22_1","R0603-100K","TopLayer","RES_CHIP_0603","134.4250","85.5000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_44","R0603-680R","TopLayer","RES_CHIP_0603","341.2750","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_43","R0603-680R","TopLayer","RES_CHIP_0603","318.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_42","R0603-680R","TopLayer","RES_CHIP_0603","295.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_41","R0603-680R","TopLayer","RES_CHIP_0603","272.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_40","R0603-680R","TopLayer","RES_CHIP_0603","341.2750","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_39","R0603-680R","TopLayer","RES_CHIP_0603","318.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_38","R0603-680R","TopLayer","RES_CHIP_0603","295.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_37","R0603-680R","TopLayer","RES_CHIP_0603","272.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_36","R0603-680R","TopLayer","RES_CHIP_0603","203.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_35","R0603-680R","TopLayer","RES_CHIP_0603","180.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_34","R0603-680R","TopLayer","RES_CHIP_0603","157.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_33","R0603-680R","TopLayer","RES_CHIP_0603","134.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_32","R0603-680R","TopLayer","RES_CHIP_0603","200.8000","43.3750","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_31","R0603-680R","TopLayer","RES_CHIP_0603","180.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_30","R0603-680R","TopLayer","RES_CHIP_0603","157.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_29","R0603-680R","TopLayer","RES_CHIP_0603","134.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_28","R0603-680R","TopLayer","RES_CHIP_0603","111.2250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_26","R0603-680R","TopLayer","RES_CHIP_0603","65.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_25","R0603-680R","TopLayer","RES_CHIP_0603","42.4250","15.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_24","R0603-680R","TopLayer","RES_CHIP_0603","111.2750","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_23","R0603-680R","TopLayer","RES_CHIP_0603","88.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_22","R0603-680R","TopLayer","RES_CHIP_0603","65.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_21","R0603-680R","TopLayer","RES_CHIP_0603","42.4250","39.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_20","R0603-680R","TopLayer","RES_CHIP_0603","363.4250","67.9750","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_19","R0603-680R","TopLayer","RES_CHIP_0603","341.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_18","R0603-680R","TopLayer","RES_CHIP_0603","318.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_17","R0603-680R","TopLayer","RES_CHIP_0603","295.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_16","R0603-680R","TopLayer","RES_CHIP_0603","364.2750","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_15","R0603-680R","TopLayer","RES_CHIP_0603","341.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_14","R0603-680R","TopLayer","RES_CHIP_0603","318.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_13","R0603-680R","TopLayer","RES_CHIP_0603","295.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_12","R0603-680R","TopLayer","RES_CHIP_0603","248.1500","62.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_11","R0603-680R","TopLayer","RES_CHIP_0603","226.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_10","R0603-680R","TopLayer","RES_CHIP_0603","203.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_9","R0603-680R","TopLayer","RES_CHIP_0603","180.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_8","R0603-680R","TopLayer","RES_CHIP_0603","157.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_7","R0603-680R","TopLayer","RES_CHIP_0603","134.4250","63.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_6","R0603-680R","TopLayer","RES_CHIP_0603","249.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_5","R0603-680R","TopLayer","RES_CHIP_0603","226.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_4","R0603-680R","TopLayer","RES_CHIP_0603","203.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_3","R0603-680R","TopLayer","RES_CHIP_0603","180.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_2","R0603-680R","TopLayer","RES_CHIP_0603","157.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R21_1","R0603-680R","TopLayer","RES_CHIP_0603","134.4250","87.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"Q3_44","AO3400A","TopLayer","SOT23","341.3750","12.5000","180","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_43","AO3400A","TopLayer","SOT23","321.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_42","AO3400A","TopLayer","SOT23","298.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_41","AO3400A","TopLayer","SOT23","275.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_40","AO3400A","TopLayer","SOT23","341.3750","36.5000","180","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_39","AO3400A","TopLayer","SOT23","321.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_38","AO3400A","TopLayer","SOT23","298.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_37","AO3400A","TopLayer","SOT23","275.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_36","AO3400A","TopLayer","SOT23","206.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_35","AO3400A","TopLayer","SOT23","183.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_34","AO3400A","TopLayer","SOT23","160.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_33","AO3400A","TopLayer","SOT23","137.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_32","AO3400A","TopLayer","SOT23","203.4250","43.3000","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_31","AO3400A","TopLayer","SOT23","183.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_30","AO3400A","TopLayer","SOT23","160.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_29","AO3400A","TopLayer","SOT23","137.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_28","AO3400A","TopLayer","SOT23","111.3750","12.5000","180","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_26","AO3400A","TopLayer","SOT23","68.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_25","AO3400A","TopLayer","SOT23","45.6750","14.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_23","AO3400A","TopLayer","SOT23","91.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_22","AO3400A","TopLayer","SOT23","68.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_21","AO3400A","TopLayer","SOT23","45.6750","38.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_20","AO3400A","TopLayer","SOT23","360.8000","68.1250","180","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_19","AO3400A","TopLayer","SOT23","344.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_18","AO3400A","TopLayer","SOT23","321.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_17","AO3400A","TopLayer","SOT23","298.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_16","AO3400A","TopLayer","SOT23","364.3750","84.5000","180","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_15","AO3400A","TopLayer","SOT23","344.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_14","AO3400A","TopLayer","SOT23","321.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_13","AO3400A","TopLayer","SOT23","298.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_12","AO3400A","TopLayer","SOT23","251.4000","61.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_11","AO3400A","TopLayer","SOT23","229.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_10","AO3400A","TopLayer","SOT23","206.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_9","AO3400A","TopLayer","SOT23","183.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_8","AO3400A","TopLayer","SOT23","160.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_7","AO3400A","TopLayer","SOT23","137.6750","62.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_6","AO3400A","TopLayer","SOT23","252.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_5","AO3400A","TopLayer","SOT23","229.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_4","AO3400A","TopLayer","SOT23","206.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_3","AO3400A","TopLayer","SOT23","183.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_2","AO3400A","TopLayer","SOT23","160.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q3_1","AO3400A","TopLayer","SOT23","137.6750","86.6250","270","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"LED3_44","INDICATOR","TopLayer","LED_CHIP_0805","341.4250","16.6504","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_43","INDICATOR","TopLayer","LED_CHIP_0805","318.4250","16.6504","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_42","INDICATOR","TopLayer","LED_CHIP_0805","295.4250","16.6504","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_41","INDICATOR","TopLayer","LED_CHIP_0805","272.4250","16.6506","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_40","INDICATOR","TopLayer","LED_CHIP_0805","341.4250","40.6508","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_39","INDICATOR","TopLayer","LED_CHIP_0805","318.4250","40.6510","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_38","INDICATOR","TopLayer","LED_CHIP_0805","295.4250","40.6512","0","White 0805 Light Emitting Diodes (LED) ROHS"
